product_id,product_name,shop_id,shop_city,is_official,price,sold_count,rating_average,view_count,liked_count,kategori_penjualan
2410971801,kaos stripe strip salur belang garis-garis pria wanita unisex kaos distro cvc,33303779,KAB. BANDUNG,False,32000,53308,4.62,31999.0,13734,Atas
2344547115,kaos polos oversize pocket cotton combed 24s t-shirt oversized big size pria & wanita baju korea crop t shirt,155024310,KOTA BANDUNG,False,69400,52541,4.85,82894.0,40357,Atas
1725638453,kaos poloshirt/kaos kerah kombinasi,106869000,KOTA JAKARTA BARAT,False,26600,50739,4.73,2484.0,8758,Atas
4778044625,koko syubbanul muslimin koko azzahir koko baju,141502200,KAB. PEKALONGAN,False,59000,48937,4.57,3021.0,7320,Atas
5218878394,kaos distro termurah  pria  murah cod wanita  t shirts  apparel,221806428,KAB. MAGELANG,False,10500,48806,4.66,15451.0,5449,Atas
2763296765,murah kaos pria marcelo burlon premium kaos distro 3d print oblong bangkok thailand owl cook blue,17761913,KOTA JAKARTA BARAT,False,29900,48423,4.66,114301.0,21607,Atas
6669196643,kaos distro pria lengan pendek murah terbaru bisa cod bayar di tempatgrlt,29691786,KAB. BANDUNG,False,39100,48353,4.64,108153.0,9128,Atas
5162994618,kaos off white  full tag logo original / kaos pria / kaos wanita / distro / pria / atasan / kaos polos / baju kaos pria / uniqlo / kaos distro / t-shirt,136379546,KOTA BANDUNG,False,49500,47390,4.67,6269.0,2414,Atas
1700722433,"baju running  ""pria"" lari gym fitnes olahraga **nk a01",86264154,KOTA JAKARTA BARAT,False,31900,46823,4.88,14394.0,4215,Atas
2558421540,kaos pria distro lengan pendek baju grosir pakaian metallica acdc tshirt surfing jepang kaos japan samurai hnm anime band acdc sevenkey memphis anime nasa,20703244,KOTA BANDUNG,False,29000,46725,4.66,611266.0,25883,Atas
3019164180,new official  kaos polos pria / kaos oneck polos pe / kaos distro pria / kaos polos termurah,396189164,KOTA BANDUNG,False,15000,46009,4.39,425583.0,6805,Atas
2248558496,promo kemeja pria lengan panjang polos formal casual baju cowok kerja santai,49729604,KAB. PEKALONGAN,False,35000,45388,4.66,6950.0,9754,Atas
1483480405,koko agam koko tangan pendek 3/4 baju koko model pakistan terlaris koko dewasa,2975913,KOTA JAKARTA BARAT,False,54450,45047,4.49,891.0,28046,Atas
6786460557,kemeja pria lengan panjang kemeja kasual baju cowok polos jumbo big size,210826452,KAB. PEKALONGAN,False,39805,44142,4.51,1358.0,394,Atas
2574804783,tasigi kaos polo shirt pria kerah sanghai / kaos kerah pria / baju polo pria / polo pria dewasa,110803843,KOTA JAKARTA BARAT,False,29000,44125,4.66,76594.0,6866,Atas
7354326710,asy kaos pria ii kaos distro sablon digital berkualitas bisa unisex 009,210651172,KOTA JAKARTA BARAT,False,25500,42923,4.55,16898.0,5254,Atas
7154911337,kaos nasa heron preston / h&m / kaos / baju / atasan / pakaian pria / kaos wanita / t-shirt / kaos distro / uniqlo,136379546,KOTA BANDUNG,False,49500,42577,4.69,34648.0,5762,Atas
1727619609,1-8 tahun sml baju kaos anak laki laki perempuan cowok superhero distro bandung hitam grosir,989272,KOTA BANDUNG,False,7000,42509,4.86,3939.0,6505,Atas
960887729,hd kaos raglan pendek  baju raglan polos  fashion reglan pendek  kaos distro,26244354,KOTA JAKARTA BARAT,False,18000,42298,4.74,3391.0,5433,Atas
2641899824,kaos polos misty / oneck / unisex / tangan pendek / baju pria premium,140143682,KOTA JAKARTA UTARA,False,29900,41605,4.89,14746.0,14353,Atas
108045136,kaos polo shirt unisex / kaos kerah warna polos / poloshirt / polo shirt brothershop,12968257,KOTA SURAKARTA (SOLO),False,28500,41247,4.76,6746.0,7799,Atas
1727617383,1-8 tahun sml baju kaos anak superhero laki laki cowok perempuan grosir three point,989272,KOTA BANDUNG,False,7000,41225,4.87,13990.0,5461,Atas
7102102614,kaos anak cowok - unisex,174165870,KOTA JAKARTA BARAT,False,10900,40565,4.9,835.0,4506,Atas
2691198701,kaos 3second bm ori kaos distro kaos pria atasan pria,25399335,KAB. PATI,False,28000,40371,4.77,32025.0,12951,Atas
4836463724,kaos anak laki gajah beruang robot dino giraffe hippo 1-7 tahun baju atasan anak fashion termurah,7108035,KOTA JAKARTA PUSAT,False,12500,40226,4.78,69495.0,8341,Atas
1905098062,baju distro danilo ukuran m-l-xl kaos lengan panjang good quality,82714856,KOTA JAKARTA BARAT,False,30000,39094,4.59,25061.0,6167,Atas
856036821,kaos pria lengan panjang baju kaos polos katun combed murah,3834887,KOTA JAKARTA BARAT,False,24900,38748,4.58,2004.0,6262,Atas
5854250597,kaos nasa h&m original full tag - kaos surfing - uniqlo - kaos pria - hnm - kaos distro - kaos oversize - atasan - baju,18827488,KOTA BANDUNG,False,49300,38648,4.69,56465.0,5648,Atas
6382691898,baju koko kerancang padang full bordir dan sulam tangan lengan panjang dan pendek,371501174,KOTA JAKARTA PUSAT,False,137750,38156,4.69,280.0,125,Atas
2862019883,kaos 3second kaos distro part 8 baju kaos pria baju pria pakaian pria kaos atasan pria tshirt,176456485,KOTA SEMARANG,False,39600,37830,4.8,15043.0,9975,Atas
7174904713,bisa cod kemko pria dewasa baju koko qurta dewasa lengan panjang,338108292,KAB. PEKALONGAN,False,69000,37669,4.58,3701.0,487,Atas
1621879011,"baju running lari ""pria""  gym fitnes olahraga dewasa **ada",86264154,KOTA JAKARTA BARAT,False,29900,37301,4.86,7470.0,3869,Atas
6575539069,baju koko kurta lengan pendek / koko kurta casual sf77,100282296,KOTA PEKALONGAN,False,33250,36747,4.56,1018.0,131,Atas
299913951,promo nf original kemeja surfing distro pria motif simpel bunga dan hem baju batik bisa seragam,22314661,KAB. PURWOREJO,False,48750,36443,4.73,2123.0,21798,Atas
5735753948,baju atasan anak laki fashion captain spiderman batman hulk 1-7 tahun kaos anak laki superhero murah,7108035,KOTA JAKARTA PUSAT,False,11900,36138,4.78,37952.0,5226,Atas
6553603892,f24 / lutffy onne piecce sandar / kaos pria / kaos distro,142067989,KOTA JAKARTA BARAT,False,13000,35814,4.63,45415.0,7339,Atas
303450848,kaos polos gildan softstyle 63000 original murah jakarta baju import,25077301,KOTA JAKARTA SELATAN,False,31000,35515,4.79,5837.0,8437,Atas
7614017923,kaos polos  kaos murah baju polos murah oblong sablon kaos pria kaos oblong,192146409,KOTA JAKARTA PUSAT,False,15400,35076,4.6,9904.0,8849,Atas
1301586823,cod i kaos distro murah  minimal belanja  6 kaos ,25623223,KAB. SLEMAN,False,11920,34837,4.81,36101.0,2070,Atas
760739800,smlxl 1-8 tahun pusat grosir kaos distro anak cowo bandung konveksi superhero three point robot,7125108,KOTA BANDUNG,False,16999,34728,4.81,7768.0,7057,Atas
3913035462,d5 / kaos squiid  happy / kaos pria / kaos distro / pejuang rupiah,142067989,KOTA JAKARTA BARAT,False,13000,34353,4.63,10153.0,19961,Atas
2201153371,eiffelmall  baju oneck polos  kaos polos pria oneck  kaos distro pe  kaos distro keren,37255334,KOTA JAKARTA BARAT,False,15000,34292,4.7,1420.0,3181,Atas
6938243940, bisa cod  kaos polos distro pakaian pria wanita atasan baju polos kaos lengan pendek problem tshrt 420 v-neck o-neck oversize kaos polos hitam kaos distro baju pria baju wanita kaos polos baju kaos baju polos jumbo baju kaos distro,230510780,KOTA BANDUNG,False,7900,33297,4.03,50304.0,4310,Atas
5313250942,kaos 3second kaos distro pria baju kaos pria original bm grlt 3second,29199424,KOTA BANDUNG,False,35400,32869,4.74,99384.0,4969,Atas
1628023996,best seller 1-8th baju kaos anak laki laki  cowok distro truck oleng murah truk oleng campur,989272,KOTA BANDUNG,False,17999,32714,4.87,3245.0,5833,Atas
1649125332,baju batik pria abadi batik kemeja batik pria lengan pendek terviral di shopee,50407900,KOTA PEKALONGAN,False,35000,32383,4.66,8233.0,3783,Atas
4717725681,kaos distro threesecond baju pria kaos pria,171344346,KAB. BANDUNG BARAT,False,47500,32343,4.65,30879.0,13011,Atas
420594832,hd  baju raglan anak 3/4  reglan kids / raglan baby / baju reglan polos anak / kaos reglan anak,26244354,KOTA JAKARTA BARAT,False,15000,32221,4.79,1165.0,2739,Atas
1933762316,baju koko kurta dewasa lengan pendek material catton  adem serap keringat,114959783,KOTA PEKALONGAN,False,55000,31908,4.73,,6864,Atas
1628086832,1-8 tahun smlxl grosir baju kaos distro jepang anak laki laki cowok perempuan biru three point,989272,KOTA BANDUNG,False,7000,31634,4.86,2829.0,3846,Atas
5954334040,asy kaos pria ii kaos distro sablon digital berkualitas bisa unisex 011,210651172,KOTA JAKARTA BARAT,False,25500,31375,4.54,25352.0,6557,Atas
6100036837,koko syubbanul muslimin koko azzahir koko baju,182134762,KOTA BEKASI,False,10450,31314,4.56,5448.0,9971,Atas
3259470135,baju koko kurta dewasa lengan pendek material catton  adem serap keringat,43181845,KAB. PEKALONGAN,False,49000,31066,4.71,7983.0,7280,Atas
7339068320,kaos off white - full tag/kaos jepang / kaos katun / kaos distro / kaos pria / hnm / h&m,157666757,KOTA BANDUNG,False,49300,30905,4.71,20260.0,2385,Atas
2666487,kaos polo shirt pria baju kerah berkerah lengan pendek,1237139,KOTA SURAKARTA (SOLO),False,33000,30455,4.76,2448.0,5047,Atas
252842699,kaos distro murah pria/wanita dewasa/anak babatox big size l xl xxl,2737645,KOTA BANDUNG,False,11875,30304,4.29,4249.0,10204,Atas
60859175,baju kaos polos pria gildan softstyle 63000 import original size s-m-l-xl-xxl murah,9440165,KOTA JAKARTA SELATAN,False,33000,29163,4.74,433.0,3304,Atas
3263638773,baju koko kurta dewasa lengan pendek material catton  adem serap keringat,41255272,KOTA PEKALONGAN,False,12900,28514,4.5,8058.0,1341,Atas
2869906223,kaos kerah polos/polo kombinasi,173023684,KOTA JAKARTA BARAT,False,27440,28382,4.75,6603.0,3581,Atas
6938322296,kaos polos lengan pendek pria wanita poli katun 30s / baju polos / oneck / kaos polos / baju polos / baju pria / kaos pria / polos / kaos / kaos polos pria / kaos polos wanita / kaos polos m l xl xxl,24262178,KOTA JAKARTA UTARA,False,17099,28117,4.68,10400.0,9125,Atas
5078184554,baju koko kurta sultan lengan panjang / koko pria emblem terkini,100282296,KOTA PEKALONGAN,False,38000,27780,4.58,2009.0,427,Atas
1682772402,1-8 tahun baju kaos anak laki laki cowok perempuan campur superhero premium grosir reseller,989272,KOTA BANDUNG,False,17999,27755,4.86,3947.0,2183,Atas
3756089678,baju koko kurta dewasa lengan pendek material catton  adem serap keringat,27537407,KAB. PEKALONGAN,False,50000,27635,4.72,1319.0,5584,Atas
